web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,image labels,REPLACED_LABELS,"Team, sport, group activities","Enviromental attributes (recreational, fun, activities)","Product, brand attributes","Face, Skin, human expressions",goal,Raised,people,time,updates,updates-href,createdby,today,days,shares,people
1543704941-144,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/a7xb38-charity-slot-runners-for-seneca-7,https://d2g8igdw686xgo.cloudfront.net/34202516_1541241611407070_r.jpeg,team team sport sports race endurance sports community running recreation outdoor recreation ultramarathon,team team sport sports race endurance sports community running recreation outdoor recreation ultramarathon,0.009615385,0.105769231,0.875,0.009615385,1700,615,12,Raised by 12 people in 28 days,0,,3-Nov-18,5-Dec-18,31,24,0
1543707313-981,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/echl-charity-fundraising,https://d2g8igdw686xgo.cloudfront.net/34187682_1543426801501017_r.jpeg,text logo font signage line sign area brand graphics symbol,text logo font signage line sign area brand graphics symbol,0.009615385,0.009615385,0.971153846,0.009615385,3000,2763,72,Raised by 72 people in 29 days,0,,2-Nov-18,5-Dec-18,32,73,0
1543705166-211,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/londonewcastle-charity,https://d2g8igdw686xgo.cloudfront.net/34183938_1541173444440829_r.jpeg,mountainous landforms mountain hill station rural area geological phenomenon village path hill tree soil,mountainous landforms mountain hill station rural area geological phenomenon village path hill tree soil,0.007462687,0.156716418,0.007462687,0.828358209,31750,17769,36,Raised by 36 people in 29 days,2,https://www.gofundme.com/londonewcastle-charity#updates,2-Nov-18,5-Dec-18,32,87,0
1543705419-287,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/small-changes-charity-shop,https://d2g8igdw686xgo.cloudfront.net/34155610_154106125640999_r.jpeg,retail window shopping,retail window shopping,0.008064516,0.008064516,0.975806452,0.008064516,762,762,67,Raised by 67 people in 1 month,0,,1-Nov-18,5-Dec-18,33,231,0
1543707181-932,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/giving-person-finds-himself-in-need,https://d2g8igdw686xgo.cloudfront.net/34173900_1541123002642691_r.jpeg,costume fictional character superhero,costume fictional character superhero,0.004672897,0.985981308,0.004672897,0.004672897,10000,7120,111,Raised by 111 people in 29 days,4,https://www.gofundme.com/giving-person-finds-himself-in-need#updates,1-Nov-18,5-Dec-18,33,677,0
1543705194-220,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/continuous-charity-for-mum,https://d2g8igdw686xgo.cloudfront.net/34159000_1541082562551399_r.jpeg,soil tree,soil tree,0.00877193,0.00877193,0.359649123,0.622807018,25400,10287,111,Raised by 111 people in 1 month,1,https://www.gofundme.com/continuous-charity-for-mum#updates,1-Nov-18,5-Dec-18,33,99,0
1543706635-730,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/no-shave-november-for-charity,https://d2g8igdw686xgo.cloudfront.net/34158304_1541080304410964_r.jpeg,hair facial hair beard man chin moustache forehead hairstyle smile fun, ﻿people   people   ﻿people  beard  people   people  moustache  people   ﻿people style  people  fun,0.00877193,0.00877193,0.00877193,0.973684211,500,500,13,Raised by 13 people in 1 month,0,,1-Nov-18,5-Dec-18,33,92,1
1543706337-616,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/Dedza-Malawi-Orphans,,#N/A,#N/A, , , , ,3250,1786,21,Raised by 21 people in 29 days,0,,1-Nov-18,5-Dec-18,33,49,0
1543705443-294,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/10K-for-the-Brain-Tumour-Charity,https://d2g8igdw686xgo.cloudfront.net/34117376_1540916487441440_r.jpeg,running sports marathon race individual sports long distance running physical exercise recreation ultramarathon outdoor recreation,running sports marathon race individual sports long distance running physical exercise recreation ultramarathon outdoor recreation,0.009615385,0.105769231,0.875,0.009615385,635,668,37,Raised by 37 people in 1 month,0,,1-Nov-18,5-Dec-18,33,18,0
1543706014-493,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/jack-kibblewhite-charity-checkpoint,https://d2g8igdw686xgo.cloudfront.net/34140050_1541148209790592_r.jpg,text technology font organism brand graphics graphic design advertising logo,text technology font organism brand graphics graphic design advertising logo,0.006493506,0.006493506,0.006493506,0.980519481,1270,1188,56,Raised by 56 people in 1 month,4,https://www.gofundme.com/jack-kibblewhite-charity-checkpoint#updates,1-Nov-18,5-Dec-18,33,8,0
1543706768-781,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/doster-christmas-family,https://d2g8igdw686xgo.cloudfront.net/34139684_1541013749445927_r.jpeg,green text font logo design product brand label graphics illustration,green text font logo design product brand label graphics illustration,0.029411765,0.911764706,0.029411765,0.029411765,2000,1120,21,Raised by 21 people in 1 month,0,,31-Oct-18,5-Dec-18,34,15,0
1543706995-865,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/hull-dockers-u9039s,https://d2g8igdw686xgo.cloudfront.net/34137086_1543095051451729_r.jpg,team team sport sports grass player rugby union tournament sport venue competition event rugby football,team team sport sports grass player rugby union tournament sport venue competition event rugby football,0.733870968,0.25,0.008064516,0.008064516,1270,826,24,Raised by 24 people in 1 month,0,,31-Oct-18,5-Dec-18,34,133,0
1543706916-835,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charlotte039s-charity-day,https://d2g8igdw686xgo.cloudfront.net/34136200_1540980929493921_r.jpeg,child product infant arm baby products toddler finger, people  product infant arm baby products  people  finger,0.00877193,0.622807018,0.00877193,0.359649123,1270,1754,33,Raised by 33 people in 1 month,1,https://www.gofundme.com/charlotte039s-charity-day#updates,31-Oct-18,5-Dec-18,34,139,1
1543705641-364,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/civilcraft-charity-fundraising,https://d2g8igdw686xgo.cloudfront.net/34152984_154104124352165_r.jpeg,text logo font product brand graphics automotive exterior product label signage,text logo font product brand graphics automotive exterior product label signage,0.982758621,0.005747126,0.005747126,0.005747126,3000,2590,20,Raised by 20 people in 1 month,0,,31-Oct-18,5-Dec-18,34,109,0
1543706401-640,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/candy-corn-for-charity,https://d2g8igdw686xgo.cloudfront.net/34114580_1540909543804501_r.jpeg,red orange text font product line graphics logo graphic design computer wallpaper,red orange text font product line graphics logo graphic design computer wallpaper,0.008064516,0.008064516,0.975806452,0.008064516,500,535,19,Raised by 19 people in 1 month,0,,30-Oct-18,5-Dec-18,35,65,0
1543706838-808,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/zbt-omicron039s-charity-campaign,https://d2g8igdw686xgo.cloudfront.net/34132684_1540957446280267_r.jpeg,pink text font product product logo line drinkware area brand,pink text font product product logo line drinkware area brand,0.009615385,0.009615385,0.971153846,0.009615385,5000,3006,33,Raised by 33 people in 1 month,0,,30-Oct-18,5-Dec-18,35,155,0
1543707335-990,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/all-in-a-row-for-charity,https://d2g8igdw686xgo.cloudfront.net/34115470_1540911372249291_r.jpeg,0,0, , , , ,11300,3371,66,Raised by 66 people in 1 month,0,,30-Oct-18,5-Dec-18,35,159,0
1543706951-848,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/team-denise-fight-for-a-cure,https://d2g8igdw686xgo.cloudfront.net/34130512_154160316510669_r.jpeg,face skin nose day child head cheek chin fun forehead,face skin  people  day  people   people   people   people  fun  people ,0.009615385,0.009615385,0.009615385,0.971153846,20000,13000,44,Raised by 44 people in 1 month,0,,30-Oct-18,5-Dec-18,35,62,1
1543706517-684,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/yd4s8,https://d2g8igdw686xgo.cloudfront.net/34112262_1540898971854446_r.jpeg,sport venue fan stadium crowd structure product audience soccer player arena player,sport venue fan stadium crowd structure product audience soccer player arena player,0.931818182,0.022727273,0.022727273,0.022727273,1270,2254,45,Raised by 45 people in 1 month,0,,30-Oct-18,5-Dec-18,35,109,0
1543706034-501,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/6bnoheo,https://d2g8igdw686xgo.cloudfront.net/34073256_1540811488108321_r.jpg,logo font organ area label brand graphics heart symbol sign,logo font organ area label brand graphics heart symbol sign,0.105769231,0.875,0.009615385,0.009615385,565,1972,64,Raised by 64 people in 1 month,0,,29-Oct-18,5-Dec-18,36,549,0
1543705639-363,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/daniel039s-charity-custom-banjo-build,https://d2g8igdw686xgo.cloudfront.net/34092542_1540834027565890_r.jpeg,musical instrument banjo guitar banjo uke string instrument plucked string instruments string instrument accessory guitar accessory banjo strings acoustic electric guitar,musical instrument banjo guitar banjo uke string instrument plucked string instruments string instrument accessory guitar accessory banjo strings acoustic electric guitar,0.00877193,0.00877193,0.973684211,0.00877193,5700,1265,30,Raised by 30 people in 1 month,0,,29-Oct-18,5-Dec-18,36,808,0
1543707066-890,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/john-amp-donna-do-1-month-sober,https://d2g8igdw686xgo.cloudfront.net/34102828_1540855484381584_r.jpeg,facial expression smile fashion outerwear fun product interaction friendship girl family, people  expression  people  fashion outerwear fun product interaction friendship  people   people ,0.982758621,0.005747126,0.005747126,0.005747126,700,1090,34,Raised by 34 people in 1 month,0,,29-Oct-18,5-Dec-18,36,207,1
1543706772-783,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/freyas-baby-shower-for-charity,https://d2g8igdw686xgo.cloudfront.net/34100984_154204510856410_r.jpeg,light lighting night neon neon sign space,light lighting night neon neon sign space,0.022727273,0.022727273,0.022727273,0.931818182,635,512,24,Raised by 24 people in 1 month,0,,29-Oct-18,5-Dec-18,36,120,0
1543705141-203,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/2y7mc6-running-for-charity,https://d2g8igdw686xgo.cloudfront.net/33975454_15428379130_r.jpeg,social group recreation car sports city street crowd half marathon marathon race,social group recreation  vehicle  sports city street crowd half marathon marathon race,0.041666667,0.875,0.041666667,0.041666667,565,390,11,Raised by 11 people in 1 month,0,,24-Oct-18,5-Dec-18,41,31,0
1543707035-879,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/seths-quest-for-charity-cancer-research-uk,https://d2g8igdw686xgo.cloudfront.net/33928960_1540247405677835_r.jpeg,photograph tree photography male winter fun cool smile product recreation,photograph tree photography male winter fun cool  people  product recreation,0.008198611,0.008198611,0.248583227,0.735019551,6350,7226,106,Raised by 106 people in 1 month,0,,22-Oct-18,5-Dec-18,43,92,1
1543707240-953,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/seths-quest-for-charity-the-rosemary-foundation,https://d2g8igdw686xgo.cloudfront.net/33927122_1540247303686585_r.jpeg,photograph tree photography male winter fun cool smile product recreation,photograph tree photography male winter fun cool  people  product recreation,0.008198611,0.008198611,0.248583227,0.735019551,6350,16161,151,Raised by 151 people in 1 month,0,,22-Oct-18,5-Dec-18,43,138,1
1543707116-909,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/seths-quest-for-charity-epilepsy-society,https://d2g8igdw686xgo.cloudfront.net/33930494_1540247375845038_r.jpeg,photograph tree photography male winter fun cool smile product recreation,photograph tree photography male winter fun cool  people  product recreation,0.008198611,0.008198611,0.248583227,0.735019551,6350,9301,111,Raised by 111 people in 1 month,0,,22-Oct-18,5-Dec-18,43,78,1
1543707000-867,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/seths-quest-for-charity-macmillan-cancer-support,https://d2g8igdw686xgo.cloudfront.net/33928498_154024743666968_r.jpeg,photograph tree photography male winter fun cool smile product recreation,photograph tree photography male winter fun cool  people  product recreation,0.008198611,0.008198611,0.248583227,0.735019551,6350,7008,79,Raised by 79 people in 1 month,0,,22-Oct-18,5-Dec-18,43,43,1
1543704790-98,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-bike-wash-for-the-baboons,https://d2g8igdw686xgo.cloudfront.net/33928612_1540231331809066_r.jpeg,car land vehicle vehicle motor vehicle family car luxury vehicle automotive exterior mid size car fun, vehicle  land vehicle vehicle motor vehicle  people   vehicle  luxury vehicle automotive exterior mid size  vehicle  fun,0.535087719,0.447368421,0.00877193,0.00877193,1270,819,42,Raised by 42 people in 1 month,0,,22-Oct-18,5-Dec-18,43,241,1
1543704893-129,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/denises-30th-charity-drive,https://d2g8igdw686xgo.cloudfront.net/33921748_1540203546924861_r.jpeg,school child kindergarten class recreation,school  people  kindergarten class recreation,0,0,0,0,2500,1130,16,Raised by 16 people in 1 month,0,,22-Oct-18,5-Dec-18,43,72,1
1543706208-566,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/stacy-claires-charity-fire-walk,https://d2g8igdw686xgo.cloudfront.net/33906886_1540145174156885_r.jpeg,people child product smile family fun girl mother,people  people  product  people   people  fun  people  mother,0.25,0.011904762,0.726190476,0.011904762,191,330,20,Raised by 20 people in 1 month,0,,21-Oct-18,5-Dec-18,44,146,1
1543707031-878,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/mikealcaidecharityforfamilies,https://d2g8igdw686xgo.cloudfront.net/33916664_1540174790870884_r.jpeg,0,0, , , , ,20000,5635,40,Raised by 40 people in 1 month,1,https://www.gofundme.com/mikealcaidecharityforfamilies#updates,21-Oct-18,5-Dec-18,44,89,0
1543706881-822,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/x89eh-charity-firewalk,https://d2g8igdw686xgo.cloudfront.net/33900882_1540113357848536_r.jpeg,eyebrow face cheek lip eyelash skin forehead chin nose head, people  face  people   people  eyelash skin  people   people   people   people ,0.004901961,0.985294118,0.004901961,0.004901961,318,400,36,Raised by 36 people in 1 month,0,,21-Oct-18,5-Dec-18,44,107,1
1543705345-265,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/derekmd,https://d2g8igdw686xgo.cloudfront.net/33836304_1540028442778992_r.jpeg,person man chin product smile facial hair friendship, people   people   people  product  people   people   ﻿people  friendship,0.008064516,0.653225806,0.330645161,0.008064516,1695,3572,68,Raised by 68 people in 1 month,0,,20-Oct-18,5-Dec-18,45,205,1
1543706976-858,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/ce-charity-campaign,https://d2g8igdw686xgo.cloudfront.net/33864140_1539959441545224_r.jpeg,red text logo line product font area brand design graphics,red text logo line product font area brand design graphics,0.631944444,0.006944444,0.006944444,0.354166667,635,864,25,Raised by 25 people in 1 month,0,,19-Oct-18,5-Dec-18,46,49,0
1543705561-335,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/aware-charity-gig-event,https://d2g8igdw686xgo.cloudfront.net/33824032_1543537223886333_r.jpeg,guitar string instrument accessory guitar accessory music plucked string instruments musical instrument string instrument musical instrument accessory font string instrument,guitar string instrument accessory guitar accessory music plucked string instruments musical instrument string instrument musical instrument accessory font string instrument,0.008064516,0.008064516,0.008064516,0.975806452,1130,390,17,Raised by 17 people in 1 month,0,,17-Oct-18,5-Dec-18,48,28,0
1543704834-111,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/charity-medicine-project-in-ghana,,#N/A,#N/A, , , , ,381,121,5,Raised by 5 people in 1 month,0,,17-Oct-18,5-Dec-18,48,68,0
1543705034-172,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/box-clever-charity-boxing-night,https://d2g8igdw686xgo.cloudfront.net/33796002_1539726557176633_r.jpeg,portrait facial hair forehead gentleman art beard painting smile moustache,portrait  people   ﻿people   people  gentle people  art beard painting  people  moustache,0.203703704,0.203703704,0.574074074,0.018518519,318,451,26,Raised by 26 people in 1 month,0,,16-Oct-18,5-Dec-18,49,113,1
1543705071-183,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/24-hour-swim-4-charity-challenge,https://d2g8igdw686xgo.cloudfront.net/33780954_1539723864225918_r.jpeg,child girl, people   people ,0.007763601,0.616815118,0.169053924,0.206367357,1270,1251,39,Raised by 39 people in 1 month,0,,16-Oct-18,5-Dec-18,49,78,1
1543706966-854,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/groovin039-for-charity-jdcc,https://d2g8igdw686xgo.cloudfront.net/33757844_1539617642733078_r.jpeg,advertising display advertising banner display device font brand,advertising display advertising banner display device font brand,0.798780488,0.006097561,0.006097561,0.18902439,500,323,13,Raised by 13 people in 1 month,0,,15-Oct-18,5-Dec-18,50,76,0
1543704715-75,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/nice-marathon-r4j-charity,https://d2g8igdw686xgo.cloudfront.net/33763786_1539633531383630_r.jpeg,photograph pink person race photography half marathon recreation ultramarathon running tree,photograph pink  people  race photography half marathon recreation ultramarathon running tree,0.388888889,0.018518519,0.018518519,0.574074074,1130,2373,39,Raised by 39 people in 1 month,0,,15-Oct-18,5-Dec-18,50,49,1
1543706850-813,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/68z5ojk,https://d2g8igdw686xgo.cloudfront.net/33671968_1539657331536871_r.jpg,flower circle dishware ceramic platter,flower circle dishware ceramic platter,0.018518519,0.018518519,0.018518519,0.944444444,1000,935,28,Raised by 28 people in 1 month,0,,15-Oct-18,5-Dec-18,50,2,0
1543706437-654,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=charity,,https://www.gofundme.com/lola039s-birthday-charity,https://d2g8igdw686xgo.cloudfront.net/33751950_1539589643709356_r.jpeg,pink text font product magenta logo ribbon brand graphics graphic design,pink text font product magenta logo ribbon brand graphics graphic design,0.013513514,0.013513514,0.959459459,0.013513514,1000,468,9,Raised by 9 people in 1 month,0,,15-Oct-18,5-Dec-18,50,52,0
