web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,goal,Raised,people,time
"1543375186-710","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/d3kun-lets-help-these-kids","https://d2g8igdw686xgo.cloudfront.net/33472216_1538668853462725_r.jpeg","raised","$795","null","null"
"1543376808-737","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/chromebookforkids","https://d2g8igdw686xgo.cloudfront.net/34574802_1542336311714197_r.jpeg","of $10,000 goal","$550","10","Raised by 10 people in 12 days"
"1543366488-511","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/girlscodegarysburg","https://d2g8igdw686xgo.cloudfront.net/22590340_1501196117.2501.png","of $20,000 goal","$1,025","15","Raised by 15 people in 16 months"
"1543366123-415","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/x9ac5k-need-help-for-education","https://d2g8igdw686xgo.cloudfront.net/31595274_1532462498213823_r.jpeg","goal","$2,000","4 months","Campaign created 4 months ago"
"1543366955-574","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/chromebooks-for-the-arts","https://d2g8igdw686xgo.cloudfront.net/30732230_1529507647260776_r.jpeg","goal","$2,500","5 months","Campaign created 5 months ago"
"1543366353-471","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/RussInFreetown","","of $2,500 goal","$2,600","18","Raised by 18 people in 14 months"
"1543365677-297","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/javenns-back-to-school-fund","https://d2g8igdw686xgo.cloudfront.net/25721900_1511892278.356.jpg","of $20,000 goal","$795","14","Raised by 14 people in 12 months"
"1543385819-871","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/YoungSparks","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/719355_1388653883.07.jpg","of $6,560 goal","$250","5","Raised by 5 people in 62 months"
"1543366269-445","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/education-amp-graduation","https://d2g8igdw686xgo.cloudfront.net/28942824_15231919150_r.jpg","of $2,500 goal","$190","4","Raised by 4 people in 7 months"
"1543365465-241","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/3tezf5pk","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/7572495_1449943110.1899.jpg","of $30,000 goal","$1,225","14","Raised by 14 people in 36 months"
"1543366715-570","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/fd-roosevelt-es-computer-lab","https://d2g8igdw686xgo.cloudfront.net/34847324_1543215074179462_r.jpeg","goal","$10,000","1 day","Campaign created 1 day ago"
"1543366424-492","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/computer-lab-for-a-public-school","https://d2g8igdw686xgo.cloudfront.net/33318170_1538100874157681_r.jpeg","of $12,000 goal","$6,694","151","Raised by 151 people in 2 months"
"1543366528-520","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/govideorehearser","","goal","$25,000","9 months","Campaign created 9 months ago"
"1543373864-688","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/firstyearteacherLT","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3853529_1427157825.0422.jpg","of $1,500 goal","$650","14","Raised by 14 people in 44 months"
"1543378070-752","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/2hf3qqzs","","of $2,000 goal","$5","1","Raised by 1 person in 1 month"
"1543377109-742","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/tg3hbm-masaka-kids-africana","https://d2g8igdw686xgo.cloudfront.net/28791090_1523450588.4041.jpg","of $30,000 goal","$7,173","255","Raised by 255 people in 8 months"
"1543366237-437","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/peter-fowglers-computer-for-school","https://d2g8igdw686xgo.cloudfront.net/27594288_1518108188.513.png","goal","$328","9 months","Campaign created 9 months ago"
"1543366324-462","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/send-pamela-to-ucd-w-a-computer","https://d2g8igdw686xgo.cloudfront.net/30177312_15274216080_r.jpeg","of $1,500 goal","$1,361","14","Raised by 14 people in 6 months"
"1543376748-736","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/nkbysees","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/7179065_fb_1448427616.0849_funds.jpg","of $3,000 goal","$2,860","78","Raised by 78 people in 36 months"
"1543372242-661","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/duckygoesttotiy","https://d2g8igdw686xgo.cloudfront.net/19658392_1492229157.1171.jpg","of $7,500 goal","$895","11","Raised by 11 people in 19 months"
"1543374645-701","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/29edvk","https://d2g8igdw686xgo.cloudfront.net/338416_1509215391.0652.jpg","of $5,000 goal","$2,011","31","Raised by 31 people in 69 months"
"1543386240-878","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ff6cq4","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/2308127_1414728659.832.jpg","of $5,000 goal","$2,785","23","Raised by 23 people in 50 months"
"1543380293-788","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/demolishing-the-digital-devide","https://d2g8igdw686xgo.cloudfront.net/32127142_1534220804210141_r.jpeg","of $10,000 goal","$50","2","Raised by 2 people in 3 months"
"1543366450-495","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/2r7j4pne","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/14846391_fb_1475113473.3046_funds.jpg","of $1,450 goal","$440","15","Raised by 15 people in 26 months"
"1543366552-529","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/69lkx4","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/937922_1389821719.5459.jpg","of $8,000 goal","$210","7","Raised by 7 people in 59 months"
"1543371822-654","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/17ajdc","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/179988_1347809115.6877.jpg","of $2,000 goal","$2,010","28","Raised by 28 people in 75 months"
"1543380112-786","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/4djpj-help-us-build-a-computer-lab","https://d2g8igdw686xgo.cloudfront.net/32856410_1536605728183702_r.jpeg","of $20,000 goal","$240","10","Raised by 10 people in 2 months"
"1543366559-532","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/creative-setup","https://d2g8igdw686xgo.cloudfront.net/30464906_1528707680215079_r.jpeg","goal","€1,500","5 months","Campaign created 5 months ago"
"1543366373-477","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/nathans-expended-education","https://d2g8igdw686xgo.cloudfront.net/25807214_1512095965.1715.jpg","of $2,000 goal","$45","2","Raised by 2 people in 12 months"
"1543375607-717","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/John-Does-WTM","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/11382671_1463122720.4434.jpg","of $2,500 goal","$2,609","62","Raised by 62 people in 30 months"
"1543379031-768","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/teaching-free-web-design-course","https://d2g8igdw686xgo.cloudfront.net/31013824_1530516434655177_r.jpeg","of $5,000 goal","$740","18","Raised by 18 people in 4 months"
"1543376087-725","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/AliAdamSchool","","of $10,000 goal","$8,678","124","Raised by 124 people in 50 months"
"1543370800-637","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/cabrillo-college-robotics-club","https://d2g8igdw686xgo.cloudfront.net/27629578_1520034638.062.jpg","of $7,000 goal","$350","6","Raised by 6 people in 9 months"
"1543382575-824","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/texas-tech-university-tuition","https://d2g8igdw686xgo.cloudfront.net/32290956_1534775288918967_r.jpeg","of $8,500 goal","$20","1","Raised by 1 person in 3 months"
"1543371221-644","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/BanabaHouseMinistries","https://d2g8igdw686xgo.cloudfront.net/16044453_1481685004.9054.jpg","of $1,500 goal","$585","6","Raised by 6 people in 24 months"
"1543366389-482","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/2tfhrzg","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/15180959_1476009220.5011.jpg","of $1,000 goal","$885","21","Raised by 21 people in 25 months"
"1543366620-557","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/startup-for-annandrewsnc","https://d2g8igdw686xgo.cloudfront.net/29460194_1524816368.0546.jpg","goal","$8,000","7 months","Campaign created 7 months ago"
"1543365947-368","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/45gzvbc","https://d2g8igdw686xgo.cloudfront.net/22371306_15110144760_r.jpg","of $5,000 goal","$1,800","30","Raised by 30 people in 16 months"
"1543376868-738","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/smallamounts","https://d2g8igdw686xgo.cloudfront.net/21997830_1499123725.9719.jpg","of $2,500 goal","$1,490","26","Raised by 26 people in 17 months"
"1543366570-536","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/ucensys-matching-gift","https://d2g8igdw686xgo.cloudfront.net/31064498_15307118942353_r.jpeg","goal","$4,200","4 months","Campaign created 4 months ago"
"1543365996-382","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/AnpoWicahpiOwayawa","https://d2g8igdw686xgo.cloudfront.net/13838937_fb_1480452548.6094_funds.jpg","of $5,000 goal","$2,051","42","Raised by 42 people in 27 months"
"1543383417-838","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/9-dots-fundraiser","https://d2g8igdw686xgo.cloudfront.net/28105734_15199678370_r.jpeg","goal","$500","8 months","Campaign created 8 months ago"
"1543373144-676","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/project-oasis","https://d2g8igdw686xgo.cloudfront.net/30855506_1529947566618856_r.jpeg","of $3,010 goal","$260","8","Raised by 8 people in 5 months"
"1543366132-417","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/Tyroneeducation","https://d2g8igdw686xgo.cloudfront.net/32060780_1533983112801944_r.jpeg","goal","$5,000","3 months","Campaign created 3 months ago"
"1543372843-671","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/google-chromebooks-for-storox-hs","","of $3,000 goal","$2,740","21","Raised by 21 people in 19 months"
"1543366533-522","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/kareemseducationalpursuit","https://d2g8igdw686xgo.cloudfront.net/30824048_1530739662482732_r.jpeg","of $5,000 goal","$130","2","Raised by 2 people in 4 months"
"1543365461-240","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/help-eaan-take-classes-at-pfi","https://d2g8igdw686xgo.cloudfront.net/31910670_1533656119747432_r.jpg","of $1,600 goal","$880","13","Raised by 13 people in 3 months"
"1543365830-338","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/davillabeshock-family","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/15916499_1478731858.7766.jpg","of $5,000 goal","$3,295","96","Raised by 96 people in 24 months"
"1543372663-668","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/kiki-can-code","https://d2g8igdw686xgo.cloudfront.net/29781656_15259316150_r.jpeg","of $8,000 goal","$1,485","17","Raised by 17 people in 6 months"
"1543367135-577","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/biblioteca-kallpanchis","https://d2g8igdw686xgo.cloudfront.net/30105304_15271977310_r.jpeg","of $500 goal","$15","1","Raised by 1 person in 6 months"
"1543369358-614","https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=computer%20in%20education","","https://www.gofundme.com/suchang","https://2dbdd5116ffa30a49aa8-c03f075f8191fb4e60e74b907071aee8.ssl.cf1.rackcdn.com/3627615_1425837963.9567.png","of $3,195 goal","$977","18","Raised by 18 people in 45 months"
